rank,track_name,artist,listeners,url,pct_listeners
0,Don’t Say You Love Me,Jin,2262,https://www.last.fm/music/Jin/_/Don%E2%80%99t+Say+You+Love+Me,3.79
1,Killin' It Girl (feat. GloRilla),j-hope,1802,https://www.last.fm/music/j-hope/_/Killin%27+It+Girl+(feat.+GloRilla),3.02
2,Who,Jimin,1798,https://www.last.fm/music/Jimin/_/Who,3.02
3,The Fate of Ophelia,Taylor Swift,1641,https://www.last.fm/music/Taylor+Swift/_/The+Fate+of+Ophelia,2.75
4,Gabriela,KATSEYE,1633,https://www.last.fm/music/KATSEYE/_/Gabriela,2.74
5,QLOO*,Young Cister,1607,https://www.last.fm/music/Young+Cister/_/QLOO%2A,2.7
6,Mona Lisa,j-hope,1537,https://www.last.fm/music/j-hope/_/Mona+Lisa,2.58
7,Life Goes On,BTS,1501,https://www.last.fm/music/BTS/_/Life+Goes+On,2.52
8,Wild Flower (with youjeen),RM,1455,https://www.last.fm/music/RM/_/Wild+Flower+(with+youjeen),2.44
9,Haegeum,Agust D,1439,https://www.last.fm/music/Agust+D/_/Haegeum,2.41
10,Seven (feat. Latto) (Explicit Ver.),Jung Kook,1344,https://www.last.fm/music/Jung+Kook/_/Seven+(feat.+Latto)+(Explicit+Ver.),2.25
11,Gnarly,KATSEYE,1327,https://www.last.fm/music/KATSEYE/_/Gnarly,2.23
12,Golden,HUNTR/X,1323,https://www.last.fm/music/HUNTR%2FX/_/Golden,2.22
13,EoO,Bad Bunny,1321,https://www.last.fm/music/Bad+Bunny/_/EoO,2.22
14,BAILE INoLVIDABLE,Bad Bunny,1321,https://www.last.fm/music/Bad+Bunny/_/BAILE+INoLVIDABLE,2.22
15,Opalite,Taylor Swift,1303,https://www.last.fm/music/Taylor+Swift/_/Opalite,2.19
16,FRI(END)S,V,1224,https://www.last.fm/music/V/_/FRI(END)S,2.05
17,Winter Ahead (with PARK HYO SHIN),V,1220,https://www.last.fm/music/V/_/Winter+Ahead+(with+PARK+HYO+SHIN),2.05
18,Standing Next to You,Jung Kook,1211,https://www.last.fm/music/Jung+Kook/_/Standing+Next+to+You,2.03
19,Yes or No,Jung Kook,1210,https://www.last.fm/music/Jung+Kook/_/Yes+or+No,2.03
20,FAKE LOVE,BTS,1189,https://www.last.fm/music/BTS/_/FAKE+LOVE,1.99
21,Running Wild,Jin,1173,https://www.last.fm/music/Jin/_/Running+Wild,1.97
22,Tears,Sabrina Carpenter,1172,https://www.last.fm/music/Sabrina+Carpenter/_/Tears,1.97
23,VOY A LLeVARTE PA PR,Bad Bunny,1109,https://www.last.fm/music/Bad+Bunny/_/VOY+A+LLeVARTE+PA+PR,1.86
24,Like Crazy,Jimin,1093,https://www.last.fm/music/Jimin/_/Like+Crazy,1.83
25,Qué Pasaría...,Rauw Alejandro,1092,https://www.last.fm/music/Rauw+Alejandro/_/Qu%C3%A9+Pasar%C3%ADa...,1.83
26,3D (feat. Jack Harlow),Jung Kook,1082,https://www.last.fm/music/Jung+Kook/_/3D+(feat.+Jack+Harlow),1.82
27,DNA,BTS,1050,https://www.last.fm/music/BTS/_/DNA,1.76
28,VeLDÁ,Bad Bunny,1034,https://www.last.fm/music/Bad+Bunny/_/VeLD%C3%81,1.73
29,Run BTS,BTS,1031,https://www.last.fm/music/BTS/_/Run+BTS,1.73
30,Killin' It Girl (Solo Version),j-hope,1022,https://www.last.fm/music/j-hope/_/Killin%27+It+Girl+(Solo+Version),1.71
31,Sweet Dreams (feat. Miguel),j-hope,1014,https://www.last.fm/music/j-hope/_/Sweet+Dreams+(feat.+Miguel),1.7
32,Dynamite,BTS,1009,https://www.last.fm/music/BTS/_/Dynamite,1.69
33,Rope It,Jin,997,https://www.last.fm/music/Jin/_/Rope+It,1.67
34,Loser (feat. YENA),Jin,994,https://www.last.fm/music/Jin/_/Loser+(feat.+YENA),1.67
35,Shiny,Easykid,991,https://www.last.fm/music/Easykid/_/Shiny,1.66
36,Killin' It Girl (feat. GloRilla) (Clean Version),j-hope,990,https://www.last.fm/music/j-hope/_/Killin%27+It+Girl+(feat.+GloRilla)+(Clean+Version),1.66
38,Please Don't Change (feat. DJ Snake),Jung Kook,954,https://www.last.fm/music/Jung+Kook/_/Please+Don%27t+Change+(feat.+DJ+Snake),1.6
37,Super Tuna,Jin,954,https://www.last.fm/music/Jin/_/Super+Tuna,1.6
39,Seven (feat. Latto),Jung Kook,945,https://www.last.fm/music/Jung+Kook/_/Seven+(feat.+Latto),1.59
40,Sienna,The Marías,942,https://www.last.fm/music/The+Mar%C3%ADas/_/Sienna,1.58
41,Touch,KATSEYE,941,https://www.last.fm/music/KATSEYE/_/Touch,1.58
42,Love Me Again,V,940,https://www.last.fm/music/V/_/Love+Me+Again,1.58
43,Interlude : Showtime,Jimin,937,https://www.last.fm/music/Jimin/_/Interlude+:+Showtime,1.57
44,Nothing Without Your Love,Jin,933,https://www.last.fm/music/Jin/_/Nothing+Without+Your+Love,1.57
45,Manchild,Sabrina Carpenter,928,https://www.last.fm/music/Sabrina+Carpenter/_/Manchild,1.56
46,Be Mine,Jimin,912,https://www.last.fm/music/Jimin/_/Be+Mine,1.53
47,i wonder... (with Jung Kook of BTS),j-hope,910,https://www.last.fm/music/j-hope/_/i+wonder...+(with+Jung+Kook+of+BTS),1.53
48,KLOuFRENS,Bad Bunny,899,https://www.last.fm/music/Bad+Bunny/_/KLOuFRENS,1.51
49,NUEVAYoL,Bad Bunny,897,https://www.last.fm/music/Bad+Bunny/_/NUEVAYoL,1.5
