rank,track_name,artist,listeners,url,country,snapshot_date
61,Me Rehúso,Danny Ocean,853,https://www.last.fm/music/Danny+Ocean/_/Me+Reh%C3%BAso,Peru,2025-10-16
62,Interlude,BTS,852,https://www.last.fm/music/BTS/_/Interlude,Peru,2025-10-16
63,Lonely,RM,851,https://www.last.fm/music/RM/_/Lonely,Peru,2025-10-16
64,Permission to Dance,BTS,849,https://www.last.fm/music/BTS/_/Permission+to+Dance,Peru,2025-10-16
65,Daechwita,Agust D,837,https://www.last.fm/music/Agust+D/_/Daechwita,Peru,2025-10-16
66,Es un Secreto,Plan B,831,https://www.last.fm/music/Plan+B/_/Es+un+Secreto,Peru,2025-10-16
67,Change pt.2,RM,830,https://www.last.fm/music/RM/_/Change+pt.2,Peru,2025-10-16
68,Interlude: What Are You Doing Now,BTS,828,https://www.last.fm/music/BTS/_/Interlude:+What+Are+You+Doing+Now,Peru,2025-10-16
69,Blood Sweat & Tears,BTS,822,https://www.last.fm/music/BTS/_/Blood+Sweat+&+Tears,Peru,2025-10-16
70,DtMF,Bad Bunny,820,https://www.last.fm/music/Bad+Bunny/_/DtMF,Peru,2025-10-16
71,Permission to Dance - Live,BTS,812,https://www.last.fm/music/BTS/_/Permission+to+Dance+-+Live,Peru,2025-10-16
72,Elizabeth Taylor,Taylor Swift,808,https://www.last.fm/music/Taylor+Swift/_/Elizabeth+Taylor,Peru,2025-10-16
73,Slow Dance (feat. Sofia Carson),Jimin,802,https://www.last.fm/music/Jimin/_/Slow+Dance+(feat.+Sofia+Carson),Peru,2025-10-16
74,back to friends,sombr,802,https://www.last.fm/music/sombr/_/back+to+friends,Peru,2025-10-16
75,= (Equal Sign),j-hope,801,https://www.last.fm/music/j-hope/_/=+(Equal+Sign),Peru,2025-10-16
76,Somebody,Jung Kook,797,https://www.last.fm/music/Jung+Kook/_/Somebody,Peru,2025-10-16
77,BIRDS OF A FEATHER,Billie Eilish,795,https://www.last.fm/music/Billie+Eilish/_/BIRDS+OF+A+FEATHER,Peru,2025-10-16
78,Heart on the Window (with WENDY),Jin,788,https://www.last.fm/music/Jin/_/Heart+on+the+Window+(with+WENDY),Peru,2025-10-16
79,LA CANCIÓN,J Balvin,787,https://www.last.fm/music/J+Balvin/_/LA+CANCI%C3%93N,Peru,2025-10-16
80,No One Noticed,The Marías,778,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed,Peru,2025-10-16
81,Slow Dancing,V,771,https://www.last.fm/music/V/_/Slow+Dancing,Peru,2025-10-16
82,Blood Sweat & Tears - Live,BTS,770,https://www.last.fm/music/BTS/_/Blood+Sweat+&+Tears+-+Live,Peru,2025-10-16
83,"Good Luck, Babe!",Chappell Roan,768,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21",Peru,2025-10-16
84,Closer Than This,Jimin,766,https://www.last.fm/music/Jimin/_/Closer+Than+This,Peru,2025-10-16
85,Butter,BTS,766,https://www.last.fm/music/BTS/_/Butter,Peru,2025-10-16
86,Intro: 2 COOL 4 SKOOL,BTS,759,https://www.last.fm/music/BTS/_/Intro:+2+COOL+4+SKOOL,Peru,2025-10-16
87,Duvet,bôa,757,https://www.last.fm/music/b%C3%B4a/_/Duvet,Peru,2025-10-16
88,ㅠㅠ (Credit Roll),RM,753,https://www.last.fm/music/RM/_/%E3%85%A0%E3%85%A0+(Credit+Roll),Peru,2025-10-16
89,COQUETA,Fuerza Regida,751,https://www.last.fm/music/Fuerza+Regida/_/COQUETA,Peru,2025-10-16
90,Espresso,Sabrina Carpenter,749,https://www.last.fm/music/Sabrina+Carpenter/_/Espresso,Peru,2025-10-16
91,El Amar y el Querer,José José,746,https://www.last.fm/music/Jos%C3%A9+Jos%C3%A9/_/El+Amar+y+el+Querer,Peru,2025-10-16
92,Eyes Closed (with Zayn),JISOO,745,https://www.last.fm/music/JISOO/_/Eyes+Closed+(with+Zayn),Peru,2025-10-16
93,Rebirth (Intro),Jimin,745,https://www.last.fm/music/Jimin/_/Rebirth+(Intro),Peru,2025-10-16
94,Actually Romantic,Taylor Swift,744,https://www.last.fm/music/Taylor+Swift/_/Actually+Romantic,Peru,2025-10-16
95,Wood,Taylor Swift,741,https://www.last.fm/music/Taylor+Swift/_/Wood,Peru,2025-10-16
96,MOJABI GHOST,Tainy,741,https://www.last.fm/music/Tainy/_/MOJABI+GHOST,Peru,2025-10-16
97,"To Me, Today",Jin,740,"https://www.last.fm/music/Jin/_/To+Me,+Today",Peru,2025-10-16
98,With the Clouds,Jin,739,https://www.last.fm/music/Jin/_/With+the+Clouds,Peru,2025-10-16
99,Moscow Mule,Bad Bunny,738,https://www.last.fm/music/Bad+Bunny/_/Moscow+Mule,Peru,2025-10-16
100,SUGAR ON MY TONGUE,"Tyler, The Creator",733,"https://www.last.fm/music/Tyler,+The+Creator/_/SUGAR+ON+MY+TONGUE",Peru,2025-10-16
101,Borro Cassette,Maluma,733,https://www.last.fm/music/Maluma/_/Borro+Cassette,Peru,2025-10-16
102,"Intro: O!RUL8,2?",BTS,726,"https://www.last.fm/music/BTS/_/Intro:+O%21RUL8,2%3F",Peru,2025-10-16
103,Pied Piper,BTS,725,https://www.last.fm/music/BTS/_/Pied+Piper,Peru,2025-10-16
104,Promise,Jimin,721,https://www.last.fm/music/Jimin/_/Promise,Peru,2025-10-16
105,The Life of a Showgirl (feat. Sabrina Carpenter),Taylor Swift,717,https://www.last.fm/music/Taylor+Swift/_/The+Life+of+a+Showgirl+(feat.+Sabrina+Carpenter),Peru,2025-10-16
106,we can't be friends (wait for your love),Ariana Grande,710,https://www.last.fm/music/Ariana+Grande/_/we+can%27t+be+friends+(wait+for+your+love),Peru,2025-10-16
107,Hate You,Jung Kook,710,https://www.last.fm/music/Jung+Kook/_/Hate+You,Peru,2025-10-16
108,See You Again (feat. Kali Uchis),"Tyler, The Creator",709,"https://www.last.fm/music/Tyler,+The+Creator/_/See+You+Again+(feat.+Kali+Uchis)",Peru,2025-10-16
109,The Astronaut,Jin,704,https://www.last.fm/music/Jin/_/The+Astronaut,Peru,2025-10-16
110,Another Level,Jin,700,https://www.last.fm/music/Jin/_/Another+Level,Peru,2025-10-16
111,NEURON (with Gaeko & YOON MIRAE),j-hope,700,https://www.last.fm/music/j-hope/_/NEURON+(with+Gaeko+&+YOON+MIRAE),Peru,2025-10-16
112,Rainy Days,V,699,https://www.last.fm/music/V/_/Rainy+Days,Peru,2025-10-16
113,Father Figure,Taylor Swift,698,https://www.last.fm/music/Taylor+Swift/_/Father+Figure,Peru,2025-10-16
114,I NEED U,BTS,695,https://www.last.fm/music/BTS/_/I+NEED+U,Peru,2025-10-16
115,SLOW DANCING IN THE DARK,Joji,694,https://www.last.fm/music/Joji/_/SLOW+DANCING+IN+THE+DARK,Peru,2025-10-16
116,Smeraldo Garden Marching Band (feat. Loco),Jimin,693,https://www.last.fm/music/Jimin/_/Smeraldo+Garden+Marching+Band+(feat.+Loco),Peru,2025-10-16
117,JUMP,BLACKPINK,692,https://www.last.fm/music/BLACKPINK/_/JUMP,Peru,2025-10-16
118,Diles,Bad Bunny,691,https://www.last.fm/music/Bad+Bunny/_/Diles,Peru,2025-10-16
119,Ditto,NewJeans,690,https://www.last.fm/music/NewJeans/_/Ditto,Peru,2025-10-16
120,Filter,BTS,689,https://www.last.fm/music/BTS/_/Filter,Peru,2025-10-16
121,Intro : Dt sugA (Feat. DJ Friz),Agust D,687,https://www.last.fm/music/Agust+D/_/Intro+:+Dt+sugA+(Feat.+DJ+Friz),Peru,2025-10-16
122,Dimple,BTS,686,https://www.last.fm/music/BTS/_/Dimple,Peru,2025-10-16
123,Closer to You (feat. Major Lazer),Jung Kook,685,https://www.last.fm/music/Jung+Kook/_/Closer+to+You+(feat.+Major+Lazer),Peru,2025-10-16
124,Wi$h Li$t,Taylor Swift,683,https://www.last.fm/music/Taylor+Swift/_/Wi$h+Li$t,Peru,2025-10-16
125,Spring Day,BTS,683,https://www.last.fm/music/BTS/_/Spring+Day,Peru,2025-10-16
126,When Did You Get Hot?,Sabrina Carpenter,682,https://www.last.fm/music/Sabrina+Carpenter/_/When+Did+You+Get+Hot%3F,Peru,2025-10-16
127,La Plena - W Sound 05,W Sound,674,https://www.last.fm/music/W+Sound/_/La+Plena+-+W+Sound+05,Peru,2025-10-16
128,"One of the Girls (with JENNIE, Lily Rose Depp)",The Weeknd,673,"https://www.last.fm/music/The+Weeknd/_/One+of+the+Girls+(with+JENNIE,+Lily+Rose+Depp)",Peru,2025-10-16
129,Ruin the Friendship,Taylor Swift,672,https://www.last.fm/music/Taylor+Swift/_/Ruin+the+Friendship,Peru,2025-10-16
130,Otro Atardecer,Bad Bunny,671,https://www.last.fm/music/Bad+Bunny/_/Otro+Atardecer,Peru,2025-10-16
131,CRAZY,LE SSERAFIM,669,https://www.last.fm/music/LE+SSERAFIM/_/CRAZY,Peru,2025-10-16
132,More,Zion,666,https://www.last.fm/music/Zion/_/More,Peru,2025-10-16
133,Feel Good Inc.,Gorillaz,663,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.,Peru,2025-10-16
134,GO!,CORTIS,660,https://www.last.fm/music/CORTIS/_/GO%21,Peru,2025-10-16
135,I’ll Be There,Jin,658,https://www.last.fm/music/Jin/_/I%E2%80%99ll+Be+There,Peru,2025-10-16
136,Still Life (with Anderson .Paak),RM,656,https://www.last.fm/music/RM/_/Still+Life+(with+Anderson+.Paak),Peru,2025-10-16
137,"Closer (with Paul Blanco, Mahalia)",RM,656,"https://www.last.fm/music/RM/_/Closer+(with+Paul+Blanco,+Mahalia)",Peru,2025-10-16
138,Falling,Jin,655,https://www.last.fm/music/Jin/_/Falling,Peru,2025-10-16
139,Candy,Plan B,655,https://www.last.fm/music/Plan+B/_/Candy,Peru,2025-10-16
140,CANCELLED!,Taylor Swift,654,https://www.last.fm/music/Taylor+Swift/_/CANCELLED%21,Peru,2025-10-16
141,Kiss Me More (feat. SZA),Doja Cat,648,https://www.last.fm/music/Doja+Cat/_/Kiss+Me+More+(feat.+SZA),Peru,2025-10-16
142,Magnetic,ILLIT,647,https://www.last.fm/music/ILLIT/_/Magnetic,Peru,2025-10-16
143,Virgen,Adolescent's Orquesta,647,https://www.last.fm/music/Adolescent%27s+Orquesta/_/Virgen,Peru,2025-10-16
144,like JENNIE,Jennie,646,https://www.last.fm/music/Jennie/_/like+JENNIE,Peru,2025-10-16
145,Gameboy,KATSEYE,644,https://www.last.fm/music/KATSEYE/_/Gameboy,Peru,2025-10-16
146,Euphoria,BTS,642,https://www.last.fm/music/BTS/_/Euphoria,Peru,2025-10-16
147,Stay Alive (Prod. SUGA of BTS),Jung Kook,641,https://www.last.fm/music/Jung+Kook/_/Stay+Alive+(Prod.+SUGA+of+BTS),Peru,2025-10-16
148,Die with a Smile,Lady Gaga,640,https://www.last.fm/music/Lady+Gaga/_/Die+with+a+Smile,Peru,2025-10-16
149,IDOL,BTS,638,https://www.last.fm/music/BTS/_/IDOL,Peru,2025-10-16
150,Never Let Go,Jung Kook,637,https://www.last.fm/music/Jung+Kook/_/Never+Let+Go,Peru,2025-10-16
151,LUNA,Feid,636,https://www.last.fm/music/Feid/_/LUNA,Peru,2025-10-16
152,Shot Glass of Tears,Jung Kook,632,https://www.last.fm/music/Jung+Kook/_/Shot+Glass+of+Tears,Peru,2025-10-16
153,Nuts,RM,630,https://www.last.fm/music/RM/_/Nuts,Peru,2025-10-16
154,Lie,BTS,629,https://www.last.fm/music/BTS/_/Lie,Peru,2025-10-16
155,Creep,Radiohead,629,https://www.last.fm/music/Radiohead/_/Creep,Peru,2025-10-16
156,Blue,V,628,https://www.last.fm/music/V/_/Blue,Peru,2025-10-16
157,Black Swan,BTS,628,https://www.last.fm/music/BTS/_/Black+Swan,Peru,2025-10-16
158,Neva Play (feat. RM of BTS),Megan Thee Stallion,628,https://www.last.fm/music/Megan+Thee+Stallion/_/Neva+Play+(feat.+RM+of+BTS),Peru,2025-10-16
159,El Teléfono,"Héctor ""El Father""",628,https://www.last.fm/music/H%C3%A9ctor+%22El+Father%22/_/El+Tel%C3%A9fono,Peru,2025-10-16
160,Glimpse of Us,Joji,627,https://www.last.fm/music/Joji/_/Glimpse+of+Us,Peru,2025-10-16
161,Interlude : Dawn,Agust D,626,https://www.last.fm/music/Agust+D/_/Interlude+:+Dawn,Peru,2025-10-16
162,Life Goes On,Agust D,624,https://www.last.fm/music/Agust+D/_/Life+Goes+On,Peru,2025-10-16
163,Into You,Ariana Grande,622,https://www.last.fm/music/Ariana+Grande/_/Into+You,Peru,2025-10-16
164,Tiroteo - Remix,Marc Seguí,619,https://www.last.fm/music/Marc+Segu%C3%AD/_/Tiroteo+-+Remix,Peru,2025-10-16
165,Billyeoon Goyangi (Do the Dance),ILLIT,613,https://www.last.fm/music/ILLIT/_/Billyeoon+Goyangi+(Do+the+Dance),Peru,2025-10-16
166,ON,BTS,613,https://www.last.fm/music/BTS/_/ON,Peru,2025-10-16
167,Every Breath You Take,The Police,611,https://www.last.fm/music/The+Police/_/Every+Breath+You+Take,Peru,2025-10-16
168,505,Arctic Monkeys,610,https://www.last.fm/music/Arctic+Monkeys/_/505,Peru,2025-10-16
169,RUN,BTS,609,https://www.last.fm/music/BTS/_/RUN,Peru,2025-10-16
170,That's What I Like,Bruno Mars,603,https://www.last.fm/music/Bruno+Mars/_/That%27s+What+I+Like,Peru,2025-10-16
171,For Us,V,602,https://www.last.fm/music/V/_/For+Us,Peru,2025-10-16
172,Selfless,The Strokes,600,https://www.last.fm/music/The+Strokes/_/Selfless,Peru,2025-10-16
173,INTRO.,BTS,599,https://www.last.fm/music/BTS/_/INTRO.,Peru,2025-10-16
174,Butterfly,BTS,596,https://www.last.fm/music/BTS/_/Butterfly,Peru,2025-10-16
175,Come back to me,RM,595,https://www.last.fm/music/RM/_/Come+back+to+me,Peru,2025-10-16
176,INTRO : Calling,BTS,595,https://www.last.fm/music/BTS/_/INTRO+:+Calling,Peru,2025-10-16
177,Serendipity (Full Length Edition),BTS,593,https://www.last.fm/music/BTS/_/Serendipity+(Full+Length+Edition),Peru,2025-10-16
178,On Melancholy Hill,Gorillaz,592,https://www.last.fm/music/Gorillaz/_/On+Melancholy+Hill,Peru,2025-10-16
179,OUTRO : Crack,BTS,591,https://www.last.fm/music/BTS/_/OUTRO+:+Crack,Peru,2025-10-16
180,Yo sé,Yan Block,591,https://www.last.fm/music/Yan+Block/_/Yo+s%C3%A9,Peru,2025-10-16
181,My You,Jung Kook,590,https://www.last.fm/music/Jung+Kook/_/My+You,Peru,2025-10-16
182,AMYGDALA,Agust D,589,https://www.last.fm/music/Agust+D/_/AMYGDALA,Peru,2025-10-16
183,People,Agust D,589,https://www.last.fm/music/Agust+D/_/People,Peru,2025-10-16
184,Juno,Sabrina Carpenter,584,https://www.last.fm/music/Sabrina+Carpenter/_/Juno,Peru,2025-10-16
185,no tiene sentido,Beéle,582,https://www.last.fm/music/Be%C3%A9le/_/no+tiene+sentido,Peru,2025-10-16
186,Woman,Doja Cat,580,https://www.last.fm/music/Doja+Cat/_/Woman,Peru,2025-10-16
187,Guess featuring billie eilish,Charli xcx,575,https://www.last.fm/music/Charli+xcx/_/Guess+featuring+billie+eilish,Peru,2025-10-16
188,Honey,Taylor Swift,574,https://www.last.fm/music/Taylor+Swift/_/Honey,Peru,2025-10-16
189,WELTiTA,Bad Bunny,572,https://www.last.fm/music/Bad+Bunny/_/WELTiTA,Peru,2025-10-16
190,444,Yan Block,571,https://www.last.fm/music/Yan+Block/_/444,Peru,2025-10-16
191,WILDFLOWER,Billie Eilish,571,https://www.last.fm/music/Billie+Eilish/_/WILDFLOWER,Peru,2025-10-16
192,Eyes Without a Face,Billy Idol,571,https://www.last.fm/music/Billy+Idol/_/Eyes+Without+a+Face,Peru,2025-10-16
193,Please Please Please,Sabrina Carpenter,571,https://www.last.fm/music/Sabrina+Carpenter/_/Please+Please+Please,Peru,2025-10-16
194,Super Shy,NewJeans,569,https://www.last.fm/music/NewJeans/_/Super+Shy,Peru,2025-10-16
195,Airplane pt.2,BTS,568,https://www.last.fm/music/BTS/_/Airplane+pt.2,Peru,2025-10-16
196,Sparks,Coldplay,568,https://www.last.fm/music/Coldplay/_/Sparks,Peru,2025-10-16
197,MOTINHA 2.0 (Mete Marcha) - Remix,Dennis,566,https://www.last.fm/music/Dennis/_/MOTINHA+2.0+(Mete+Marcha)+-+Remix,Peru,2025-10-16
198,Eldest Daughter,Taylor Swift,564,https://www.last.fm/music/Taylor+Swift/_/Eldest+Daughter,Peru,2025-10-16
199,Alone,Jimin,564,https://www.last.fm/music/Jimin/_/Alone,Peru,2025-10-16
200,Like Him (feat. Lola Young),"Tyler, The Creator",564,"https://www.last.fm/music/Tyler,+The+Creator/_/Like+Him+(feat.+Lola+Young)",Peru,2025-10-16
