rank,track_name,artist,listeners,url,country,snapshot_date
109,"Closer (with Paul Blanco, Mahalia)",RM,736,"https://www.last.fm/music/RM/_/Closer+(with+Paul+Blanco,+Mahalia)",Peru,2025-10-24
110,Borro Cassette,Maluma,733,https://www.last.fm/music/Maluma/_/Borro+Cassette,Peru,2025-10-24
111,Closer to You (feat. Major Lazer),Jung Kook,731,https://www.last.fm/music/Jung+Kook/_/Closer+to+You+(feat.+Major+Lazer),Peru,2025-10-24
112,I NEED U,BTS,726,https://www.last.fm/music/BTS/_/I+NEED+U,Peru,2025-10-24
113,Still Life (with Anderson .Paak),RM,719,https://www.last.fm/music/RM/_/Still+Life+(with+Anderson+.Paak),Peru,2025-10-24
114,lock / unlock (with benny blanco & Nile Rodgers),j-hope,719,https://www.last.fm/music/j-hope/_/lock+%2F+unlock+(with+benny+blanco+&+Nile+Rodgers),Peru,2025-10-24
115,Ditto,NewJeans,717,https://www.last.fm/music/NewJeans/_/Ditto,Peru,2025-10-24
116,GO!,CORTIS,715,https://www.last.fm/music/CORTIS/_/GO%21,Peru,2025-10-24
117,Dimple,BTS,714,https://www.last.fm/music/BTS/_/Dimple,Peru,2025-10-24
118,Magnetic,ILLIT,711,https://www.last.fm/music/ILLIT/_/Magnetic,Peru,2025-10-24
119,Hate You,Jung Kook,707,https://www.last.fm/music/Jung+Kook/_/Hate+You,Peru,2025-10-24
120,LA CANCIÓN,J Balvin,706,https://www.last.fm/music/J+Balvin/_/LA+CANCI%C3%93N,Peru,2025-10-24
121,For Us,V,701,https://www.last.fm/music/V/_/For+Us,Peru,2025-10-24
122,ANTIFRAGILE,LE SSERAFIM,699,https://www.last.fm/music/LE+SSERAFIM/_/ANTIFRAGILE,Peru,2025-10-24
123,"One of the Girls (with JENNIE, Lily Rose Depp)",The Weeknd,697,"https://www.last.fm/music/The+Weeknd/_/One+of+the+Girls+(with+JENNIE,+Lily+Rose+Depp)",Peru,2025-10-24
124,Blue,V,695,https://www.last.fm/music/V/_/Blue,Peru,2025-10-24
125,El Amar y el Querer,José José,693,https://www.last.fm/music/Jos%C3%A9+Jos%C3%A9/_/El+Amar+y+el+Querer,Peru,2025-10-24
126,IDOL,BTS,691,https://www.last.fm/music/BTS/_/IDOL,Peru,2025-10-24
127,OUTRO : The Journey,BTS,690,https://www.last.fm/music/BTS/_/OUTRO+:+The+Journey,Peru,2025-10-24
128,Nuts,RM,690,https://www.last.fm/music/RM/_/Nuts,Peru,2025-10-24
129,Kiss Me More (feat. SZA),Doja Cat,687,https://www.last.fm/music/Doja+Cat/_/Kiss+Me+More+(feat.+SZA),Peru,2025-10-24
130,LUNA,Feid,686,https://www.last.fm/music/Feid/_/LUNA,Peru,2025-10-24
131,0%,Santos Bravos,685,https://www.last.fm/music/Santos+Bravos/_/0%25,Peru,2025-10-24
132,Neva Play (feat. RM of BTS),Megan Thee Stallion,684,https://www.last.fm/music/Megan+Thee+Stallion/_/Neva+Play+(feat.+RM+of+BTS),Peru,2025-10-24
133,When Did You Get Hot?,Sabrina Carpenter,684,https://www.last.fm/music/Sabrina+Carpenter/_/When+Did+You+Get+Hot%3F,Peru,2025-10-24
134,Closer Than This,Jimin,682,https://www.last.fm/music/Jimin/_/Closer+Than+This,Peru,2025-10-24
135,INTRO.,BTS,682,https://www.last.fm/music/BTS/_/INTRO.,Peru,2025-10-24
136,Interlude : Dawn,Agust D,681,https://www.last.fm/music/Agust+D/_/Interlude+:+Dawn,Peru,2025-10-24
137,I will come to you,Jin,680,https://www.last.fm/music/Jin/_/I+will+come+to+you,Peru,2025-10-24
138,JUMP,BLACKPINK,680,https://www.last.fm/music/BLACKPINK/_/JUMP,Peru,2025-10-24
139,Music Box : Reflection,j-hope,678,https://www.last.fm/music/j-hope/_/Music+Box+:+Reflection,Peru,2025-10-24
140,More,Zion,676,https://www.last.fm/music/Zion/_/More,Peru,2025-10-24
141,SLOW DANCING IN THE DARK,Joji,672,https://www.last.fm/music/Joji/_/SLOW+DANCING+IN+THE+DARK,Peru,2025-10-24
142,Diles,Bad Bunny,672,https://www.last.fm/music/Bad+Bunny/_/Diles,Peru,2025-10-24
143,SUGAR ON MY TONGUE,"Tyler, The Creator",671,"https://www.last.fm/music/Tyler,+The+Creator/_/SUGAR+ON+MY+TONGUE",Peru,2025-10-24
144,Feel Good Inc.,Gorillaz,668,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.,Peru,2025-10-24
145,INTRO : Calling,BTS,667,https://www.last.fm/music/BTS/_/INTRO+:+Calling,Peru,2025-10-24
146,COQUETA,Fuerza Regida,667,https://www.last.fm/music/Fuerza+Regida/_/COQUETA,Peru,2025-10-24
147,Creep,Radiohead,667,https://www.last.fm/music/Radiohead/_/Creep,Peru,2025-10-24
148,Rebirth (Intro),Jimin,665,https://www.last.fm/music/Jimin/_/Rebirth+(Intro),Peru,2025-10-24
149,Life Goes On,Agust D,662,https://www.last.fm/music/Agust+D/_/Life+Goes+On,Peru,2025-10-24
150,Euphoria,BTS,659,https://www.last.fm/music/BTS/_/Euphoria,Peru,2025-10-24
151,La Plena - W Sound 05,W Sound,657,https://www.last.fm/music/W+Sound/_/La+Plena+-+W+Sound+05,Peru,2025-10-24
152,505,Arctic Monkeys,655,https://www.last.fm/music/Arctic+Monkeys/_/505,Peru,2025-10-24
153,Smeraldo Garden Marching Band (feat. Loco),Jimin,653,https://www.last.fm/music/Jimin/_/Smeraldo+Garden+Marching+Band+(feat.+Loco),Peru,2025-10-24
154,Gameboy,KATSEYE,653,https://www.last.fm/music/KATSEYE/_/Gameboy,Peru,2025-10-24
155,Into You,Ariana Grande,649,https://www.last.fm/music/Ariana+Grande/_/Into+You,Peru,2025-10-24
156,Come back to me,RM,647,https://www.last.fm/music/RM/_/Come+back+to+me,Peru,2025-10-24
157,Candy,Plan B,646,https://www.last.fm/music/Plan+B/_/Candy,Peru,2025-10-24
158,Die with a Smile,Lady Gaga,645,https://www.last.fm/music/Lady+Gaga/_/Die+with+a+Smile,Peru,2025-10-24
159,OUTRO: Propose,BTS,643,https://www.last.fm/music/BTS/_/OUTRO:+Propose,Peru,2025-10-24
160,Never Let Go,Jung Kook,642,https://www.last.fm/music/Jung+Kook/_/Never+Let+Go,Peru,2025-10-24
161,Black Swan,BTS,642,https://www.last.fm/music/BTS/_/Black+Swan,Peru,2025-10-24
162,Every Breath You Take,The Police,641,https://www.last.fm/music/The+Police/_/Every+Breath+You+Take,Peru,2025-10-24
163,El Teléfono,"Héctor ""El Father""",640,https://www.last.fm/music/H%C3%A9ctor+%22El+Father%22/_/El+Tel%C3%A9fono,Peru,2025-10-24
164,Trátame Suavemente - Remasterizado 2007,Soda Stereo,638,https://www.last.fm/music/Soda+Stereo/_/Tr%C3%A1tame+Suavemente+-+Remasterizado+2007,Peru,2025-10-24
165,Virgen,Adolescent's Orquesta,636,https://www.last.fm/music/Adolescent%27s+Orquesta/_/Virgen,Peru,2025-10-24
166,Woman,Doja Cat,636,https://www.last.fm/music/Doja+Cat/_/Woman,Peru,2025-10-24
167,AMYGDALA,Agust D,634,https://www.last.fm/music/Agust+D/_/AMYGDALA,Peru,2025-10-24
168,On Melancholy Hill,Gorillaz,625,https://www.last.fm/music/Gorillaz/_/On+Melancholy+Hill,Peru,2025-10-24
169,OUTRO : Crack,BTS,623,https://www.last.fm/music/BTS/_/OUTRO+:+Crack,Peru,2025-10-24
170,Desenfocao',Rauw Alejandro,622,https://www.last.fm/music/Rauw+Alejandro/_/Desenfocao%27,Peru,2025-10-24
171,Skit: Soulmate,BTS,621,https://www.last.fm/music/BTS/_/Skit:+Soulmate,Peru,2025-10-24
172,we can't be friends (wait for your love),Ariana Grande,619,https://www.last.fm/music/Ariana+Grande/_/we+can%27t+be+friends+(wait+for+your+love),Peru,2025-10-24
173,The Less I Know the Better,Tame Impala,618,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better,Peru,2025-10-24
174,D-Day,Agust D,617,https://www.last.fm/music/Agust+D/_/D-Day,Peru,2025-10-24
175,Chicken Noodle Soup (feat. Becky G),j-hope,617,https://www.last.fm/music/j-hope/_/Chicken+Noodle+Soup+(feat.+Becky+G),Peru,2025-10-24
176,Juno,Sabrina Carpenter,611,https://www.last.fm/music/Sabrina+Carpenter/_/Juno,Peru,2025-10-24
177,RUN,BTS,610,https://www.last.fm/music/BTS/_/RUN,Peru,2025-10-24
178,Billyeoon Goyangi (Do the Dance),ILLIT,609,https://www.last.fm/music/ILLIT/_/Billyeoon+Goyangi+(Do+the+Dance),Peru,2025-10-24
179,FaSHioN,CORTIS,608,https://www.last.fm/music/CORTIS/_/FaSHioN,Peru,2025-10-24
180,Confident,Justin Bieber,605,https://www.last.fm/music/Justin+Bieber/_/Confident,Peru,2025-10-24
181,like JENNIE,Jennie,603,https://www.last.fm/music/Jennie/_/like+JENNIE,Peru,2025-10-24
182,"Right People, Wrong Place",RM,602,"https://www.last.fm/music/RM/_/Right+People,+Wrong+Place",Peru,2025-10-24
183,Nobody’s Son,Sabrina Carpenter,602,https://www.last.fm/music/Sabrina+Carpenter/_/Nobody%E2%80%99s+Son,Peru,2025-10-24
184,My Universe,Coldplay,598,https://www.last.fm/music/Coldplay/_/My+Universe,Peru,2025-10-24
185,Eyes Without a Face,Billy Idol,598,https://www.last.fm/music/Billy+Idol/_/Eyes+Without+a+Face,Peru,2025-10-24
186,no tiene sentido,Beéle,597,https://www.last.fm/music/Be%C3%A9le/_/no+tiene+sentido,Peru,2025-10-24
187,Please Please Please,Sabrina Carpenter,596,https://www.last.fm/music/Sabrina+Carpenter/_/Please+Please+Please,Peru,2025-10-24
188,Danger,BTS,595,https://www.last.fm/music/BTS/_/Danger,Peru,2025-10-24
189,In the End,Linkin Park,595,https://www.last.fm/music/Linkin+Park/_/In+the+End,Peru,2025-10-24
190,PERRO NEGRO,Bad Bunny,593,https://www.last.fm/music/Bad+Bunny/_/PERRO+NEGRO,Peru,2025-10-24
191,Serendipity (Full Length Edition),BTS,589,https://www.last.fm/music/BTS/_/Serendipity+(Full+Length+Edition),Peru,2025-10-24
192,Stay Alive (Prod. SUGA of BTS),Jung Kook,589,https://www.last.fm/music/Jung+Kook/_/Stay+Alive+(Prod.+SUGA+of+BTS),Peru,2025-10-24
193,Shot Glass of Tears,Jung Kook,587,https://www.last.fm/music/Jung+Kook/_/Shot+Glass+of+Tears,Peru,2025-10-24
194,MOTINHA 2.0 (Mete Marcha) - Remix,Dennis,587,https://www.last.fm/music/Dennis/_/MOTINHA+2.0+(Mete+Marcha)+-+Remix,Peru,2025-10-24
195,WILDFLOWER,Billie Eilish,587,https://www.last.fm/music/Billie+Eilish/_/WILDFLOWER,Peru,2025-10-24
196,Filter,BTS,586,https://www.last.fm/music/BTS/_/Filter,Peru,2025-10-24
197,THIS IS FOR,TWICE,585,https://www.last.fm/music/TWICE/_/THIS+IS+FOR,Peru,2025-10-24
198,That's What I Like,Bruno Mars,585,https://www.last.fm/music/Bruno+Mars/_/That%27s+What+I+Like,Peru,2025-10-24
199,Dracula,Tame Impala,584,https://www.last.fm/music/Tame+Impala/_/Dracula,Peru,2025-10-24
200,Rara Vez,Milo j,584,https://www.last.fm/music/Milo+j/_/Rara+Vez,Peru,2025-10-24
