track_name,artist,listeners,url,country,snapshot_date
KLOuFRENS,Bad Bunny,901,https://www.last.fm/music/Bad+Bunny/_/KLOuFRENS,Peru,2025-10-17
Manchild,Sabrina Carpenter,895,https://www.last.fm/music/Sabrina+Carpenter/_/Manchild,Peru,2025-10-17
NUEVAYoL,Bad Bunny,892,https://www.last.fm/music/Bad+Bunny/_/NUEVAYoL,Peru,2025-10-17
Stop The Rain (TABLO X RM),Tablo,884,https://www.last.fm/music/Tablo/_/Stop+The+Rain+(TABLO+X+RM),Peru,2025-10-17
LOST!,RM,884,https://www.last.fm/music/RM/_/LOST%21,Peru,2025-10-17
Set Me Free Pt.2,Jimin,879,https://www.last.fm/music/Jimin/_/Set+Me+Free+Pt.2,Peru,2025-10-17
MORE,j-hope,870,https://www.last.fm/music/j-hope/_/MORE,Peru,2025-10-17
Background,Jin,870,https://www.last.fm/music/Jin/_/Background,Peru,2025-10-17
Still With You,Jung Kook,863,https://www.last.fm/music/Jung+Kook/_/Still+With+You,Peru,2025-10-17
Intro,j-hope,859,https://www.last.fm/music/j-hope/_/Intro,Peru,2025-10-17
Boy With Luv (feat. Halsey),BTS,855,https://www.last.fm/music/BTS/_/Boy+With+Luv+(feat.+Halsey),Peru,2025-10-17
Khé?,Rauw Alejandro,853,https://www.last.fm/music/Rauw+Alejandro/_/Kh%C3%A9%3F,Peru,2025-10-17
Me Rehúso,Danny Ocean,853,https://www.last.fm/music/Danny+Ocean/_/Me+Reh%C3%BAso,Peru,2025-10-17
Interlude,BTS,852,https://www.last.fm/music/BTS/_/Interlude,Peru,2025-10-17
Lonely,RM,851,https://www.last.fm/music/RM/_/Lonely,Peru,2025-10-17
Permission to Dance,BTS,849,https://www.last.fm/music/BTS/_/Permission+to+Dance,Peru,2025-10-17
Daechwita,Agust D,837,https://www.last.fm/music/Agust+D/_/Daechwita,Peru,2025-10-17
Es un Secreto,Plan B,831,https://www.last.fm/music/Plan+B/_/Es+un+Secreto,Peru,2025-10-17
Change pt.2,RM,830,https://www.last.fm/music/RM/_/Change+pt.2,Peru,2025-10-17
Interlude: What Are You Doing Now,BTS,828,https://www.last.fm/music/BTS/_/Interlude:+What+Are+You+Doing+Now,Peru,2025-10-17
Blood Sweat & Tears,BTS,822,https://www.last.fm/music/BTS/_/Blood+Sweat+&+Tears,Peru,2025-10-17
DtMF,Bad Bunny,820,https://www.last.fm/music/Bad+Bunny/_/DtMF,Peru,2025-10-17
Permission to Dance - Live,BTS,812,https://www.last.fm/music/BTS/_/Permission+to+Dance+-+Live,Peru,2025-10-17
Elizabeth Taylor,Taylor Swift,808,https://www.last.fm/music/Taylor+Swift/_/Elizabeth+Taylor,Peru,2025-10-17
Slow Dance (feat. Sofia Carson),Jimin,802,https://www.last.fm/music/Jimin/_/Slow+Dance+(feat.+Sofia+Carson),Peru,2025-10-17
back to friends,sombr,802,https://www.last.fm/music/sombr/_/back+to+friends,Peru,2025-10-17
= (Equal Sign),j-hope,801,https://www.last.fm/music/j-hope/_/=+(Equal+Sign),Peru,2025-10-17
Somebody,Jung Kook,797,https://www.last.fm/music/Jung+Kook/_/Somebody,Peru,2025-10-17
BIRDS OF A FEATHER,Billie Eilish,795,https://www.last.fm/music/Billie+Eilish/_/BIRDS+OF+A+FEATHER,Peru,2025-10-17
Heart on the Window (with WENDY),Jin,788,https://www.last.fm/music/Jin/_/Heart+on+the+Window+(with+WENDY),Peru,2025-10-17
LA CANCIÓN,J Balvin,787,https://www.last.fm/music/J+Balvin/_/LA+CANCI%C3%93N,Peru,2025-10-17
No One Noticed,The Marías,778,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed,Peru,2025-10-17
Slow Dancing,V,771,https://www.last.fm/music/V/_/Slow+Dancing,Peru,2025-10-17
Blood Sweat & Tears - Live,BTS,770,https://www.last.fm/music/BTS/_/Blood+Sweat+&+Tears+-+Live,Peru,2025-10-17
"Good Luck, Babe!",Chappell Roan,768,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21",Peru,2025-10-17
Closer Than This,Jimin,766,https://www.last.fm/music/Jimin/_/Closer+Than+This,Peru,2025-10-17
Butter,BTS,766,https://www.last.fm/music/BTS/_/Butter,Peru,2025-10-17
Intro: 2 COOL 4 SKOOL,BTS,759,https://www.last.fm/music/BTS/_/Intro:+2+COOL+4+SKOOL,Peru,2025-10-17
Duvet,bôa,757,https://www.last.fm/music/b%C3%B4a/_/Duvet,Peru,2025-10-17
ㅠㅠ (Credit Roll),RM,753,https://www.last.fm/music/RM/_/%E3%85%A0%E3%85%A0+(Credit+Roll),Peru,2025-10-17
COQUETA,Fuerza Regida,751,https://www.last.fm/music/Fuerza+Regida/_/COQUETA,Peru,2025-10-17
Espresso,Sabrina Carpenter,749,https://www.last.fm/music/Sabrina+Carpenter/_/Espresso,Peru,2025-10-17
El Amar y el Querer,José José,746,https://www.last.fm/music/Jos%C3%A9+Jos%C3%A9/_/El+Amar+y+el+Querer,Peru,2025-10-17
Eyes Closed (with Zayn),JISOO,745,https://www.last.fm/music/JISOO/_/Eyes+Closed+(with+Zayn),Peru,2025-10-17
Rebirth (Intro),Jimin,745,https://www.last.fm/music/Jimin/_/Rebirth+(Intro),Peru,2025-10-17
Actually Romantic,Taylor Swift,744,https://www.last.fm/music/Taylor+Swift/_/Actually+Romantic,Peru,2025-10-17
Wood,Taylor Swift,741,https://www.last.fm/music/Taylor+Swift/_/Wood,Peru,2025-10-17
MOJABI GHOST,Tainy,741,https://www.last.fm/music/Tainy/_/MOJABI+GHOST,Peru,2025-10-17
"To Me, Today",Jin,740,"https://www.last.fm/music/Jin/_/To+Me,+Today",Peru,2025-10-17
With the Clouds,Jin,739,https://www.last.fm/music/Jin/_/With+the+Clouds,Peru,2025-10-17
Moscow Mule,Bad Bunny,738,https://www.last.fm/music/Bad+Bunny/_/Moscow+Mule,Peru,2025-10-17
SUGAR ON MY TONGUE,"Tyler, The Creator",733,"https://www.last.fm/music/Tyler,+The+Creator/_/SUGAR+ON+MY+TONGUE",Peru,2025-10-17
Borro Cassette,Maluma,733,https://www.last.fm/music/Maluma/_/Borro+Cassette,Peru,2025-10-17
"Intro: O!RUL8,2?",BTS,726,"https://www.last.fm/music/BTS/_/Intro:+O%21RUL8,2%3F",Peru,2025-10-17
Pied Piper,BTS,725,https://www.last.fm/music/BTS/_/Pied+Piper,Peru,2025-10-17
Promise,Jimin,721,https://www.last.fm/music/Jimin/_/Promise,Peru,2025-10-17
The Life of a Showgirl (feat. Sabrina Carpenter),Taylor Swift,717,https://www.last.fm/music/Taylor+Swift/_/The+Life+of+a+Showgirl+(feat.+Sabrina+Carpenter),Peru,2025-10-17
we can't be friends (wait for your love),Ariana Grande,710,https://www.last.fm/music/Ariana+Grande/_/we+can%27t+be+friends+(wait+for+your+love),Peru,2025-10-17
Hate You,Jung Kook,710,https://www.last.fm/music/Jung+Kook/_/Hate+You,Peru,2025-10-17
See You Again (feat. Kali Uchis),"Tyler, The Creator",709,"https://www.last.fm/music/Tyler,+The+Creator/_/See+You+Again+(feat.+Kali+Uchis)",Peru,2025-10-17
The Astronaut,Jin,704,https://www.last.fm/music/Jin/_/The+Astronaut,Peru,2025-10-17
Another Level,Jin,700,https://www.last.fm/music/Jin/_/Another+Level,Peru,2025-10-17
NEURON (with Gaeko & YOON MIRAE),j-hope,700,https://www.last.fm/music/j-hope/_/NEURON+(with+Gaeko+&+YOON+MIRAE),Peru,2025-10-17
Rainy Days,V,699,https://www.last.fm/music/V/_/Rainy+Days,Peru,2025-10-17
Father Figure,Taylor Swift,698,https://www.last.fm/music/Taylor+Swift/_/Father+Figure,Peru,2025-10-17
I NEED U,BTS,695,https://www.last.fm/music/BTS/_/I+NEED+U,Peru,2025-10-17
SLOW DANCING IN THE DARK,Joji,694,https://www.last.fm/music/Joji/_/SLOW+DANCING+IN+THE+DARK,Peru,2025-10-17
Smeraldo Garden Marching Band (feat. Loco),Jimin,693,https://www.last.fm/music/Jimin/_/Smeraldo+Garden+Marching+Band+(feat.+Loco),Peru,2025-10-17
JUMP,BLACKPINK,692,https://www.last.fm/music/BLACKPINK/_/JUMP,Peru,2025-10-17
Diles,Bad Bunny,691,https://www.last.fm/music/Bad+Bunny/_/Diles,Peru,2025-10-17
Ditto,NewJeans,690,https://www.last.fm/music/NewJeans/_/Ditto,Peru,2025-10-17
Filter,BTS,689,https://www.last.fm/music/BTS/_/Filter,Peru,2025-10-17
Intro : Dt sugA (Feat. DJ Friz),Agust D,687,https://www.last.fm/music/Agust+D/_/Intro+:+Dt+sugA+(Feat.+DJ+Friz),Peru,2025-10-17
Dimple,BTS,686,https://www.last.fm/music/BTS/_/Dimple,Peru,2025-10-17
Closer to You (feat. Major Lazer),Jung Kook,685,https://www.last.fm/music/Jung+Kook/_/Closer+to+You+(feat.+Major+Lazer),Peru,2025-10-17
Wi$h Li$t,Taylor Swift,683,https://www.last.fm/music/Taylor+Swift/_/Wi$h+Li$t,Peru,2025-10-17
Spring Day,BTS,683,https://www.last.fm/music/BTS/_/Spring+Day,Peru,2025-10-17
When Did You Get Hot?,Sabrina Carpenter,682,https://www.last.fm/music/Sabrina+Carpenter/_/When+Did+You+Get+Hot%3F,Peru,2025-10-17
La Plena - W Sound 05,W Sound,674,https://www.last.fm/music/W+Sound/_/La+Plena+-+W+Sound+05,Peru,2025-10-17
"One of the Girls (with JENNIE, Lily Rose Depp)",The Weeknd,673,"https://www.last.fm/music/The+Weeknd/_/One+of+the+Girls+(with+JENNIE,+Lily+Rose+Depp)",Peru,2025-10-17
Ruin the Friendship,Taylor Swift,672,https://www.last.fm/music/Taylor+Swift/_/Ruin+the+Friendship,Peru,2025-10-17
Otro Atardecer,Bad Bunny,671,https://www.last.fm/music/Bad+Bunny/_/Otro+Atardecer,Peru,2025-10-17
CRAZY,LE SSERAFIM,669,https://www.last.fm/music/LE+SSERAFIM/_/CRAZY,Peru,2025-10-17
More,Zion,666,https://www.last.fm/music/Zion/_/More,Peru,2025-10-17
Feel Good Inc.,Gorillaz,663,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.,Peru,2025-10-17
GO!,CORTIS,660,https://www.last.fm/music/CORTIS/_/GO%21,Peru,2025-10-17
I’ll Be There,Jin,658,https://www.last.fm/music/Jin/_/I%E2%80%99ll+Be+There,Peru,2025-10-17
Still Life (with Anderson .Paak),RM,656,https://www.last.fm/music/RM/_/Still+Life+(with+Anderson+.Paak),Peru,2025-10-17
"Closer (with Paul Blanco, Mahalia)",RM,656,"https://www.last.fm/music/RM/_/Closer+(with+Paul+Blanco,+Mahalia)",Peru,2025-10-17
Falling,Jin,655,https://www.last.fm/music/Jin/_/Falling,Peru,2025-10-17
Candy,Plan B,655,https://www.last.fm/music/Plan+B/_/Candy,Peru,2025-10-17
CANCELLED!,Taylor Swift,654,https://www.last.fm/music/Taylor+Swift/_/CANCELLED%21,Peru,2025-10-17
Kiss Me More (feat. SZA),Doja Cat,648,https://www.last.fm/music/Doja+Cat/_/Kiss+Me+More+(feat.+SZA),Peru,2025-10-17
Magnetic,ILLIT,647,https://www.last.fm/music/ILLIT/_/Magnetic,Peru,2025-10-17
Virgen,Adolescent's Orquesta,647,https://www.last.fm/music/Adolescent%27s+Orquesta/_/Virgen,Peru,2025-10-17
like JENNIE,Jennie,646,https://www.last.fm/music/Jennie/_/like+JENNIE,Peru,2025-10-17
Gameboy,KATSEYE,644,https://www.last.fm/music/KATSEYE/_/Gameboy,Peru,2025-10-17
Euphoria,BTS,642,https://www.last.fm/music/BTS/_/Euphoria,Peru,2025-10-17
Stay Alive (Prod. SUGA of BTS),Jung Kook,641,https://www.last.fm/music/Jung+Kook/_/Stay+Alive+(Prod.+SUGA+of+BTS),Peru,2025-10-17
Die with a Smile,Lady Gaga,640,https://www.last.fm/music/Lady+Gaga/_/Die+with+a+Smile,Peru,2025-10-17
IDOL,BTS,638,https://www.last.fm/music/BTS/_/IDOL,Peru,2025-10-17
Never Let Go,Jung Kook,637,https://www.last.fm/music/Jung+Kook/_/Never+Let+Go,Peru,2025-10-17
LUNA,Feid,636,https://www.last.fm/music/Feid/_/LUNA,Peru,2025-10-17
Shot Glass of Tears,Jung Kook,632,https://www.last.fm/music/Jung+Kook/_/Shot+Glass+of+Tears,Peru,2025-10-17
Nuts,RM,630,https://www.last.fm/music/RM/_/Nuts,Peru,2025-10-17
Lie,BTS,629,https://www.last.fm/music/BTS/_/Lie,Peru,2025-10-17
Creep,Radiohead,629,https://www.last.fm/music/Radiohead/_/Creep,Peru,2025-10-17
Blue,V,628,https://www.last.fm/music/V/_/Blue,Peru,2025-10-17
Black Swan,BTS,628,https://www.last.fm/music/BTS/_/Black+Swan,Peru,2025-10-17
Neva Play (feat. RM of BTS),Megan Thee Stallion,628,https://www.last.fm/music/Megan+Thee+Stallion/_/Neva+Play+(feat.+RM+of+BTS),Peru,2025-10-17
El Teléfono,"Héctor ""El Father""",628,https://www.last.fm/music/H%C3%A9ctor+%22El+Father%22/_/El+Tel%C3%A9fono,Peru,2025-10-17
Glimpse of Us,Joji,627,https://www.last.fm/music/Joji/_/Glimpse+of+Us,Peru,2025-10-17
Interlude : Dawn,Agust D,626,https://www.last.fm/music/Agust+D/_/Interlude+:+Dawn,Peru,2025-10-17
Life Goes On,Agust D,624,https://www.last.fm/music/Agust+D/_/Life+Goes+On,Peru,2025-10-17
Into You,Ariana Grande,622,https://www.last.fm/music/Ariana+Grande/_/Into+You,Peru,2025-10-17
Tiroteo - Remix,Marc Seguí,619,https://www.last.fm/music/Marc+Segu%C3%AD/_/Tiroteo+-+Remix,Peru,2025-10-17
Billyeoon Goyangi (Do the Dance),ILLIT,613,https://www.last.fm/music/ILLIT/_/Billyeoon+Goyangi+(Do+the+Dance),Peru,2025-10-17
ON,BTS,613,https://www.last.fm/music/BTS/_/ON,Peru,2025-10-17
Every Breath You Take,The Police,611,https://www.last.fm/music/The+Police/_/Every+Breath+You+Take,Peru,2025-10-17
505,Arctic Monkeys,610,https://www.last.fm/music/Arctic+Monkeys/_/505,Peru,2025-10-17
RUN,BTS,609,https://www.last.fm/music/BTS/_/RUN,Peru,2025-10-17
That's What I Like,Bruno Mars,603,https://www.last.fm/music/Bruno+Mars/_/That%27s+What+I+Like,Peru,2025-10-17
For Us,V,602,https://www.last.fm/music/V/_/For+Us,Peru,2025-10-17
Selfless,The Strokes,600,https://www.last.fm/music/The+Strokes/_/Selfless,Peru,2025-10-17
INTRO.,BTS,599,https://www.last.fm/music/BTS/_/INTRO.,Peru,2025-10-17
Butterfly,BTS,596,https://www.last.fm/music/BTS/_/Butterfly,Peru,2025-10-17
Come back to me,RM,595,https://www.last.fm/music/RM/_/Come+back+to+me,Peru,2025-10-17
INTRO : Calling,BTS,595,https://www.last.fm/music/BTS/_/INTRO+:+Calling,Peru,2025-10-17
Serendipity (Full Length Edition),BTS,593,https://www.last.fm/music/BTS/_/Serendipity+(Full+Length+Edition),Peru,2025-10-17
On Melancholy Hill,Gorillaz,592,https://www.last.fm/music/Gorillaz/_/On+Melancholy+Hill,Peru,2025-10-17
OUTRO : Crack,BTS,591,https://www.last.fm/music/BTS/_/OUTRO+:+Crack,Peru,2025-10-17
Yo sé,Yan Block,591,https://www.last.fm/music/Yan+Block/_/Yo+s%C3%A9,Peru,2025-10-17
My You,Jung Kook,590,https://www.last.fm/music/Jung+Kook/_/My+You,Peru,2025-10-17
AMYGDALA,Agust D,589,https://www.last.fm/music/Agust+D/_/AMYGDALA,Peru,2025-10-17
People,Agust D,589,https://www.last.fm/music/Agust+D/_/People,Peru,2025-10-17
Juno,Sabrina Carpenter,584,https://www.last.fm/music/Sabrina+Carpenter/_/Juno,Peru,2025-10-17
no tiene sentido,Beéle,582,https://www.last.fm/music/Be%C3%A9le/_/no+tiene+sentido,Peru,2025-10-17
Woman,Doja Cat,580,https://www.last.fm/music/Doja+Cat/_/Woman,Peru,2025-10-17
Guess featuring billie eilish,Charli xcx,575,https://www.last.fm/music/Charli+xcx/_/Guess+featuring+billie+eilish,Peru,2025-10-17
Honey,Taylor Swift,574,https://www.last.fm/music/Taylor+Swift/_/Honey,Peru,2025-10-17
WELTiTA,Bad Bunny,572,https://www.last.fm/music/Bad+Bunny/_/WELTiTA,Peru,2025-10-17
444,Yan Block,571,https://www.last.fm/music/Yan+Block/_/444,Peru,2025-10-17
WILDFLOWER,Billie Eilish,571,https://www.last.fm/music/Billie+Eilish/_/WILDFLOWER,Peru,2025-10-17
Eyes Without a Face,Billy Idol,571,https://www.last.fm/music/Billy+Idol/_/Eyes+Without+a+Face,Peru,2025-10-17
Please Please Please,Sabrina Carpenter,571,https://www.last.fm/music/Sabrina+Carpenter/_/Please+Please+Please,Peru,2025-10-17
Super Shy,NewJeans,569,https://www.last.fm/music/NewJeans/_/Super+Shy,Peru,2025-10-17
Airplane pt.2,BTS,568,https://www.last.fm/music/BTS/_/Airplane+pt.2,Peru,2025-10-17
Sparks,Coldplay,568,https://www.last.fm/music/Coldplay/_/Sparks,Peru,2025-10-17
MOTINHA 2.0 (Mete Marcha) - Remix,Dennis,566,https://www.last.fm/music/Dennis/_/MOTINHA+2.0+(Mete+Marcha)+-+Remix,Peru,2025-10-17
Eldest Daughter,Taylor Swift,564,https://www.last.fm/music/Taylor+Swift/_/Eldest+Daughter,Peru,2025-10-17
Alone,Jimin,564,https://www.last.fm/music/Jimin/_/Alone,Peru,2025-10-17
Like Him (feat. Lola Young),"Tyler, The Creator",564,"https://www.last.fm/music/Tyler,+The+Creator/_/Like+Him+(feat.+Lola+Young)",Peru,2025-10-17
